feature,group_a,group_b,n_a,n_b,missing_n_a,missing_n_b,frequency_a,frequency_b,frequency_difference,odds_ratio,ci_low,ci_high,fisher_p,p_adjusted_holm
chr8p::loss,CORE01,CORE02,17,15,0,0,0.11764705882352941,0.26666666666666666,-0.14901960784313725,0.41218638,0.07351291,2.31112614,0.38280188,1.0
chr8p::loss,CORE01,CORE03,17,14,0,0,0.11764705882352941,0.07142857142857142,0.046218487394957986,1.4516129,0.16879086,12.48397021,1.0,1.0
chr8p::loss,CORE01,CORE04,17,10,0,0,0.11764705882352941,0.8,-0.6823529411764706,0.04743833,0.00680045,0.3309184,0.00074571,0.0149142
chr8p::loss,CORE01,CORE05,17,9,0,0,0.11764705882352941,0.1111111111111111,0.006535947712418305,0.91397849,0.1022567,8.16921208,1.0,1.0
chr8p::loss,CORE01,CORE06,17,7,0,0,0.11764705882352941,0.42857142857142855,-0.31092436974789917,0.20737327,0.03001524,1.43272782,0.12648221,1.0
chr8p::loss,CORE01,CORE07,17,5,0,0,0.11764705882352941,0.0,0.11764705882352941,1.77419355,0.07316082,43.02525528,1.0,1.0
chr8p::loss,CORE02,CORE03,15,14,0,0,0.26666666666666666,0.07142857142857142,0.19523809523809524,3.52173913,0.47266405,26.2398772,0.32950192,1.0
chr8p::loss,CORE02,CORE04,15,10,0,0,0.26666666666666666,0.8,-0.5333333333333334,0.11508951,0.0193653,0.68398601,0.0154193,0.2621281
chr8p::loss,CORE02,CORE05,15,9,0,0,0.26666666666666666,0.1111111111111111,0.15555555555555556,2.2173913,0.28557679,17.21717008,0.61462451,1.0
chr8p::loss,CORE02,CORE06,15,7,0,0,0.26666666666666666,0.42857142857142855,-0.16190476190476188,0.50310559,0.08554729,2.9587757,0.63022446,1.0
chr8p::loss,CORE02,CORE07,15,5,0,0,0.26666666666666666,0.0,0.26666666666666666,4.30434783,0.1951823,94.9236178,0.53044376,1.0
chr8p::loss,CORE03,CORE04,14,10,0,0,0.07142857142857142,0.8,-0.7285714285714286,0.03267974,0.00362578,0.29454796,0.00048948,0.01027908
chr8p::loss,CORE03,CORE05,14,9,0,0,0.07142857142857142,0.1111111111111111,-0.03968253968253968,0.62962963,0.05596168,7.08401723,1.0,1.0
chr8p::loss,CORE03,CORE06,14,7,0,0,0.07142857142857142,0.42857142857142855,-0.3571428571428571,0.14285714,0.01598512,1.27669757,0.0877193,1.0
chr8p::loss,CORE03,CORE07,14,5,0,0,0.07142857142857142,0.0,0.07142857142857142,1.22222222,0.04285016,34.8616506,1.0,1.0
chr8p::loss,CORE04,CORE05,10,9,0,0,0.8,0.1111111111111111,0.6888888888888889,19.26666667,2.05843907,180.33297667,0.00547749,0.10407231
chr8p::loss,CORE04,CORE06,10,7,0,0,0.8,0.42857142857142855,0.3714285714285715,4.37142857,0.60060146,31.81708524,0.16176471,1.0
chr8p::loss,CORE04,CORE07,10,5,0,0,0.8,0.0,0.8,37.4,1.49388636,936.32289611,0.00699301,0.12587418
chr8p::loss,CORE05,CORE06,9,7,0,0,0.1111111111111111,0.42857142857142855,-0.31746031746031744,0.22689076,0.02444427,2.10599111,0.26153846,1.0
chr8p::loss,CORE05,CORE07,9,5,0,0,0.1111111111111111,0.0,0.1111111111111111,1.94117647,0.0663834,56.76368268,1.0,1.0
chr8p::loss,CORE06,CORE07,7,5,0,0,0.42857142857142855,0.0,0.42857142857142855,8.55555556,0.34372561,212.95338239,0.20454545,1.0
