gene,driver_panel_member,set_mutated_n,set_n,rest_mutated_n,rest_n,odds_ratio,zero_cell_correction_applied,effect_status,p_value,q_global,q_driver,odds_ratio_ci95_lower,odds_ratio_ci95_upper
VHL,True,0,16,56,87,0.016894609814963796,True,estimated,6.694281314100361e-07,0.0023985609948421593,1.0041421971150543e-05,0.0009800963701642774,0.29122426068370133
TP53,True,3,16,0,87,45.370370370370374,True,estimated,0.0031665073988838065,1.0,0.023748805491628548,2.2182154868038584,927.9849139050746
CHD9,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
GPR15,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
GRIN2B,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
NR2F2,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
OPTC,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
RELN,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
TRPM6,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
ULK3,False,2,16,0,87,30.17241379310345,True,estimated,0.02284408909194746,1.0,,1.37722656010016,661.0201839529233
PBRM1,True,2,16,37,87,0.19305019305019305,False,estimated,0.025742163056478255,1.0,0.12871081528239126,0.041329149167542545,0.9017455666855386
PCLO,False,3,16,2,87,9.807692307692308,False,estimated,0.025789763442363656,1.0,,1.4935221161633863,64.40535922525564
KDM5C,True,3,16,3,87,6.461538461538462,False,estimated,0.04654634672898636,1.0,0.17454880023369884,1.1761558635626466,35.498253746296086
LYST,False,3,16,3,87,6.461538461538462,False,estimated,0.04654634672898636,1.0,,1.1761558635626466,35.498253746296086
AKAP9,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
CHD6,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
DIP2C,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
DNAH8,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
GLB1,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
LIPI,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
PCDHA10,False,2,16,1,87,12.285714285714286,False,estimated,0.062199252478074764,1.0,,1.0432841031756894,144.67657951535563
MAN2C1,False,2,16,2,87,6.071428571428571,False,estimated,0.11296741324617898,1.0,,0.7895383447287522,46.688352939493136
MYH4,False,2,16,2,87,6.071428571428571,False,estimated,0.11296741324617898,1.0,,0.7895383447287522,46.688352939493136
PKHD1,False,2,16,2,87,6.071428571428571,False,estimated,0.11296741324617898,1.0,,0.7895383447287522,46.688352939493136
TLN2,False,2,16,2,87,6.071428571428571,False,estimated,0.11296741324617898,1.0,,0.7895383447287522,46.688352939493136
USP34,False,2,16,2,87,6.071428571428571,False,estimated,0.11296741324617898,1.0,,0.7895383447287522,46.688352939493136
AAAS,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AAGAB,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AASDHPPT,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ABCA12,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ABCA6,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ABCC3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ABHD12,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ABHD18,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AC098582.1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ACAD10,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ACTR8,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ACTRT3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ACVR1B,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ADAM15,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ADAM33,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ADGRB1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ADTRP,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AGO2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AGPAT5,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AHSG,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AKAP12,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ALG13,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
AMPD1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ANGPTL1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ANKRD2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ANKRD44,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ANKRD55,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ARFGEF3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ARHGAP12,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ARMH4,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ARMT1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ASB15,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ASH2L,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ASXL1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ATAD2B,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ATF2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ATG2A,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ATP10B,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ATP1A2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
ATP6V0B,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
BCAR3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
BCHE,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
BCL6,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
BCORL1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
C10orf71,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
C2CD3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
C5,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
C7orf57,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
C8orf34,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CAND2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CAPN1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CARNMT1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CAST,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CBL,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCDC146,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCDC173,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCDC54,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCDC89,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCDC96,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCHCR1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCNK,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CCNY,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CD200R1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CD33,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CD6,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CDAN1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CDCP2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CDH7,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CDH8,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CDK2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CDKL5,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CELA3A,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CEP164,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CEP290,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CFAP298-TCP10L,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CFAP58,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CLCN7,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CLEC18B,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CLIP1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CLYBL,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CNNM3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CNPY4,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CNTN3,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
CNTNAP4,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
COL14A1,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
COL6A2,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
COPS5,False,1,16,0,87,16.93548387096774,True,estimated,0.15533980582524273,1.0,,0.6593426688060268,434.9947720859328
