subtype_id,pathway,NES,fdr_q,cliffs_delta,q_value,consistency_fraction,direction_concordant,strong_concordant_signal
WO_AGENT_SUBTYPE01,HALLMARK_ALLOGRAFT_REJECTION,-1.9384012689120662,0.001,-0.2828525641025641,0.15537171102563405,0.7948717948717948,True,False
WO_AGENT_SUBTYPE01,HALLMARK_COMPLEMENT,-1.9467603084928564,0.001,-0.2724358974358974,0.15537171102563405,0.8461538461538461,True,False
WO_AGENT_SUBTYPE01,HALLMARK_IL2_STAT5_SIGNALING,-1.3442918031290345,0.06264742758781904,-0.08253205128205128,0.7145004297620661,0.6410256410256411,True,False
WO_AGENT_SUBTYPE01,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.808521862757222,0.001,-0.25400641025641024,0.15537171102563405,0.7948717948717948,True,False
WO_AGENT_SUBTYPE01,HALLMARK_INFLAMMATORY_RESPONSE,-1.6927537541394078,0.002688229168880294,-0.25080128205128205,0.15537171102563405,0.7948717948717948,True,False
WO_AGENT_SUBTYPE01,HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.9277677630042824,0.001,-0.2548076923076923,0.15537171102563405,0.6666666666666666,True,False
WO_AGENT_SUBTYPE01,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.8733075707066102,0.001,-0.22916666666666666,0.18657429170324655,0.7692307692307693,True,False
WO_AGENT_SUBTYPE01,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.8987765263100833,0.8593762174950946,-0.10336538461538461,0.6621338979778509,0.6410256410256411,True,False
WO_AGENT_SUBTYPE02,HALLMARK_ALLOGRAFT_REJECTION,-1.2964477602095634,0.1515596046942557,-0.08691756272401434,0.7783369878917096,0.4838709677419355,True,False
WO_AGENT_SUBTYPE02,HALLMARK_COMPLEMENT,1.2549752016734632,0.16798143275579605,-0.008064516129032258,0.9882204329259899,0.41935483870967744,False,False
WO_AGENT_SUBTYPE02,HALLMARK_IL2_STAT5_SIGNALING,0.8565883617534622,0.8643569688845965,-0.1603942652329749,0.5246021691483795,0.6129032258064516,False,False
WO_AGENT_SUBTYPE02,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.1497194347780073,0.3225241918879967,-0.0913978494623656,0.7758728372256473,0.4838709677419355,True,False
WO_AGENT_SUBTYPE02,HALLMARK_INFLAMMATORY_RESPONSE,0.8171022782155015,0.9177038585875694,-0.044802867383512544,0.880381656595569,0.45161290322580644,False,False
WO_AGENT_SUBTYPE02,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.6460873232852077,1.0,-0.04032258064516129,0.8916709267541797,0.45161290322580644,False,False
WO_AGENT_SUBTYPE02,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.6370081296881024,0.9953675108091414,-0.06899641577060932,0.7868880175382226,0.45161290322580644,True,False
WO_AGENT_SUBTYPE02,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.9426062893309701,0.7294196495060319,-0.10304659498207885,0.7327949786823241,0.45161290322580644,False,False
WO_AGENT_SUBTYPE03,HALLMARK_ALLOGRAFT_REJECTION,2.7973397598903165,0.001,0.6060240963855422,0.0013982185111828772,0.95,True,True
WO_AGENT_SUBTYPE03,HALLMARK_COMPLEMENT,1.8493017182258844,0.001,0.46626506024096387,0.011868145680030476,0.85,True,True
WO_AGENT_SUBTYPE03,HALLMARK_IL2_STAT5_SIGNALING,1.3449620681696777,0.0784302601009313,0.3180722891566265,0.07695894745405694,0.75,True,False
WO_AGENT_SUBTYPE03,HALLMARK_IL6_JAK_STAT3_SIGNALING,2.3480657124056847,0.001,0.5457831325301205,0.004039198518533078,0.9,True,True
WO_AGENT_SUBTYPE03,HALLMARK_INFLAMMATORY_RESPONSE,1.9685327956224699,0.001,0.4493975903614458,0.011868145680030476,0.85,True,True
WO_AGENT_SUBTYPE03,HALLMARK_INTERFERON_ALPHA_RESPONSE,2.381509674957589,0.001,0.41204819277108434,0.020051057756093685,0.75,True,True
WO_AGENT_SUBTYPE03,HALLMARK_INTERFERON_GAMMA_RESPONSE,2.4015065537065694,0.001,0.42891566265060244,0.015189707439108002,0.75,True,True
WO_AGENT_SUBTYPE03,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.0942445190585526,0.33795100288556446,0.35542168674698793,0.046921876955049166,0.7,True,False
WO_AGENT_SUBTYPE04,HALLMARK_ALLOGRAFT_REJECTION,-1.1904592810952963,0.46263965041019084,-0.0905982905982906,0.9369619824673437,0.5384615384615384,True,False
WO_AGENT_SUBTYPE04,HALLMARK_COMPLEMENT,-1.1340952714259387,0.6750216432370039,-0.06495726495726496,0.9672038795918343,0.6153846153846154,True,False
WO_AGENT_SUBTYPE04,HALLMARK_IL2_STAT5_SIGNALING,-0.6395042182706436,0.9803355732365915,0.03076923076923077,0.9880547050527545,0.5384615384615384,False,False
WO_AGENT_SUBTYPE04,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.0061581812885585,0.787478872078163,-0.05811965811965812,0.9672038795918343,0.5384615384615384,True,False
WO_AGENT_SUBTYPE04,HALLMARK_INFLAMMATORY_RESPONSE,-0.8986125236721926,0.9577953324529144,-0.017094017094017096,0.9880547050527545,0.5384615384615384,True,False
WO_AGENT_SUBTYPE04,HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.1954293909805782,0.4845274278839848,0.035897435897435895,0.9880547050527545,0.6153846153846154,False,False
WO_AGENT_SUBTYPE04,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.003139443441501,0.7661409077791977,0.011965811965811967,0.9880547050527545,0.5384615384615384,False,False
WO_AGENT_SUBTYPE04,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-1.1000362154806118,0.6963711505957043,-0.08717948717948718,0.9369619824673437,0.6153846153846154,True,False
