family_id,node_id,run_id,initial_k,repeat,set_id,member_n,member_ids
FAMILY02,run2_K2::C0002,run2_K2,2,2,C0002,39,"[""TCGA-B0-5085"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5159"", ""TCGA-B8-5164"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5001"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-4859"", ""TCGA-CZ-4863"", ""TCGA-CZ-5451""]"
FAMILY02,run2_K4::C0002,run2_K4,4,2,C0002,33,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4619"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY02,run3_K2::C0002,run3_K2,2,3,C0002,39,"[""TCGA-B0-5085"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5159"", ""TCGA-B8-5164"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5001"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-4859"", ""TCGA-CZ-4863"", ""TCGA-CZ-5451""]"
FAMILY02,run3_K4::C0002,run3_K4,4,3,C0002,33,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4619"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run1_K6::C0002,run1_K6,6,1,C0002,19,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run1_K7::C0004,run1_K7,7,1,C0004,19,"[""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run1_K8::C0003,run1_K8,8,1,C0003,20,"[""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY03,run2_K3::C0003,run2_K3,3,2,C0003,35,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4619"", ""TCGA-B8-5159"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY03,run2_K5::C0002,run2_K5,5,2,C0002,32,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4619"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run2_K6::C0002,run2_K6,6,2,C0002,19,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run2_K7::C0004,run2_K7,7,2,C0004,19,"[""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run2_K8::C0003,run2_K8,8,2,C0003,20,"[""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY03,run3_K3::C0003,run3_K3,3,3,C0003,35,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4619"", ""TCGA-B8-5159"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY03,run3_K5::C0002,run3_K5,5,3,C0002,32,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5117"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4619"", ""TCGA-B8-5165"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5174"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run3_K6::C0002,run3_K6,6,3,C0002,19,"[""TCGA-B0-5085"", ""TCGA-B0-5115"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run3_K7::C0004,run3_K7,7,3,C0004,19,"[""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY03,run3_K8::C0003,run3_K8,8,3,C0003,20,"[""TCGA-B0-5115"", ""TCGA-B0-5696"", ""TCGA-B0-5697"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5183"", ""TCGA-BP-5184"", ""TCGA-BP-5187"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
